fase,idade,iaa,ieg,ips,ipp,ida,mat,por,ipv,ian,defasagem,genero_f,genero_m,instituição_tipo_1,instituição_tipo_2,instituição_tipo_3,instituição_tipo_4,instituição_tipo_5,instituição_tipo_6,instituição_tipo_7
0,8,9.002,9.347826087,2.51,7.8125,10.0,10.0,10.0,7.89,10.0,0,1,0,1,0,0,0,0,0,0
0,9,9.502,9.523809524,2.51,8.125,9.75,10.0,9.5,8.443333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,10.002,8.830227742999998,2.51,7.5,8.0,8.0,8.0,8.946666667,10.0,0,1,0,1,0,0,0,0,0,0
0,7,8.002,5.051759834,2.51,5.3125,7.0,8.0,6.0,4.61,10.0,0,0,1,1,0,0,0,0,0,0
0,8,10.002,9.3064182195,2.51,8.125,7.75,8.0,7.5,8.223333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,9.002,7.9813664595,2.51,7.1875,10.0,10.0,10.0,7.273333333,10.0,0,1,0,1,0,0,0,0,0,0
0,10,7.002,9.4444444445,7.51,5.9375,7.75,9.0,6.5,6.166666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,10.002,10.0,7.51,7.5,8.75,10.0,7.5,8.28,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.502,9.5,7.51,7.5,8.25,10.0,6.5,7.89,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,8.502,10.0,7.51,7.5,8.5,10.0,7.0,8.28,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,7.502,4.7727272725,7.51,7.1875,8.25,10.0,6.5,7.893333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.002,9.4949494945,7.51,6.875,8.5,8.5,8.5,8.336666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.002,10.0,6.88,7.5,8.5,9.0,8.0,8.28,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.502,10.0,7.51,6.875,7.75,9.0,6.5,7.553333333,5.0,-2,0,1,1,0,0,0,0,0,0
0,9,8.002,6.8863636365000005,2.51,6.5625,7.5,10.0,5.0,6.553333333,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.002,5.693779904,2.51,5.0,7.75,8.0,7.5,4.72,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,10.002,9.5227272725,2.51,7.5,7.5,7.0,8.0,8.28,10.0,0,1,0,1,0,0,0,0,0,0
0,9,9.002,8.4444444445,2.51,7.5,6.5,7.5,5.5,8.336666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,8.502,3.159090909,2.51,4.6875,5.5,10.0,1.0,4.333333333,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,9.761904762,2.51,7.5,9.25,10.0,8.5,6.833333333,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,8.502,7.8863636365,2.51,6.875,5.25,6.5,4.0,7.0,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,8.445652174,2.51,7.1875,6.5,7.5,5.5,7.22,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,10.0,8.13,7.5,8.75,9.0,8.5,8.28,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,6.643356643500001,7.51,7.1875,6.75,7.0,6.5,7.393333333,10.0,0,0,1,1,0,0,0,0,0,0
0,10,8.502,7.638888889,7.51,7.1875,6.5,7.0,6.0,7.11,5.0,-2,0,1,1,0,0,0,0,0,0
0,8,9.502,8.75,7.51,7.5,6.0,6.0,6.0,8.67,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,8.502,8.75,2.51,7.5,9.0,10.0,8.0,8.613333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,2.9166666665000003,2.51,7.5,7.0,10.0,4.0,6.0,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,10.002,5.416666667,2.51,6.25,4.0,4.0,4.0,4.996666667,10.0,0,0,1,1,0,0,0,0,0,0
0,8,10.002,10.0,2.51,7.5,10.0,10.0,10.0,9.17,10.0,0,1,0,1,0,0,0,0,0,0
0,10,9.002,7.9575163395,8.135,7.8125,6.0,6.0,6.0,6.493333333,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,8.502,8.710526316,2.51,7.8125,4.75,2.0,7.5,8.053333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.002,10.0,8.135,7.5,9.75,10.0,9.5,7.946666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,9.002,9.75,2.51,7.8125,9.25,10.0,8.5,7.163333333,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,7.502,7.6710526315,7.51,7.5,7.25,7.0,7.5,6.773333333,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.002,9.4736842105,7.51,8.125,7.25,7.0,7.5,6.943333333,5.0,-2,1,0,1,0,0,0,0,0,0
0,8,7.918,8.697368421,2.51,5.9375,2.75,1.0,4.5,6.156666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,9.502,7.6710526315,7.51,7.1875,8.25,9.0,7.5,8.226666667,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,10.002,5.833333333500001,6.255,6.25,5.5,7.0,4.0,5.383333333,10.0,0,0,1,1,0,0,0,0,0,0
0,9,10.002,7.445652174,7.51,7.5,6.0,8.0,4.0,5.933333333,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,9.002,9.1666666665,7.51,7.5,7.5,8.0,7.0,8.223333333,10.0,0,1,0,1,0,0,0,0,0,0
0,7,8.502,9.375,2.51,7.8125,10.0,10.0,10.0,8.166666667,10.0,0,1,0,1,0,0,0,0,0,0
0,8,9.002,9.166666667,2.51,7.5,0.0,0.0,0.0,8.386666667,10.0,0,0,1,1,0,0,0,0,0,0
0,9,10.002,8.333333333,7.51,6.25,6.5,8.0,5.0,8.336666667,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,8.125,7.51,7.5,6.25,4.0,8.5,8.446666667,10.0,0,0,1,1,0,0,0,0,0,0
0,7,7.418,8.541666667,7.51,7.5,9.0,8.0,10.0,7.443333333,10.0,0,1,0,1,0,0,0,0,0,0
0,7,6.834,8.3333333335,7.51,7.5,9.0,10.0,8.0,8.5,10.0,0,0,1,1,0,0,0,0,0,0
0,8,8.502,8.6631016045,7.51,7.5,6.0,5.0,7.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,9.002,8.20855615,7.51,7.5,7.75,9.0,6.5,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,7.502,7.0721925135,7.51,7.5,10.0,10.0,10.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,7.002,2.7525252525,2.51,6.875,6.0,5.5,6.5,6.66,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,8.502,8.14171123,7.51,7.1875,4.75,3.0,6.5,6.83,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,8.502,7.3320158105,2.51,6.5625,2.75,3.5,2.0,6.16,5.0,-2,1,0,1,0,0,0,0,0,0
0,9,7.002,4.598930481,7.51,7.1875,7.0,7.5,6.5,7.415,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,8.002,7.005347594,7.51,7.1875,4.75,3.0,6.5,7.33,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,7.002,6.483957219,7.51,7.1875,7.0,6.5,7.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,7.002,4.692513369,6.255,6.875,5.25,6.5,4.0,6.49,5.0,-2,0,1,1,0,0,0,0,0,0
0,8,8.502,7.6871657755,7.51,7.1875,5.0,4.0,6.0,7.33,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.002,8.6944444445,7.51,6.875,8.25,10.0,6.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.502,9.25,7.51,7.5,7.5,7.5,7.5,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.502,8.4444444445,7.51,7.5,5.0,5.0,5.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.502,5.7516339865,7.51,7.5,8.5,10.0,7.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,6.833333333500001,2.51,7.5,8.25,10.0,6.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.002,7.7794117645,7.51,6.875,3.0,2.0,4.0,6.99,5.0,-2,0,1,1,0,0,0,0,0,0
0,9,9.002,8.9444444445,7.51,7.5,8.75,10.0,7.5,7.5,5.0,-1,1,0,0,0,1,0,0,0,0
0,10,9.002,9.1666666665,7.51,7.5,8.25,9.0,7.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,11,10.002,8.1666666665,7.51,6.875,8.25,10.0,6.5,7.5,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,8.002,8.4166666665,2.51,7.5,6.0,6.0,6.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,9.002,8.875,6.885,6.5625,8.75,10.0,7.5,5.915,10.0,0,0,1,1,0,0,0,0,0,0
0,8,9.502,9.0,7.51,8.4375,7.5,8.5,6.5,8.165,10.0,0,1,0,1,0,0,0,0,0,0
0,9,10.002,9.0833333335,7.51,6.875,7.0,10.0,4.0,6.66,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,10.002,10.0,7.51,7.8125,8.5,10.0,7.0,8.0,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,7.918,8.5833333335,2.51,7.5,8.5,8.0,9.0,6.83,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.002,9.5227272725,7.51,8.4375,10.0,10.0,10.0,7.915,10.0,0,0,1,1,0,0,0,0,0,0
0,8,9.002,9.2916666665,7.51,7.8125,4.5,0.0,9.0,7.245,10.0,0,1,0,1,0,0,0,0,0,0
0,7,9.002,9.3333333335,7.51,7.8125,7.5,10.0,5.0,7.325,10.0,0,1,0,1,0,0,0,0,0,0
0,8,8.502,8.2083333335,7.51,7.5,10.0,10.0,10.0,7.83,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,10.0,7.51,6.5625,6.5,10.0,3.0,6.66,10.0,0,0,1,1,0,0,0,0,0,0
0,8,10.002,9.3333333335,7.51,8.4375,9.5,10.0,9.0,7.915,10.0,0,1,0,1,0,0,0,0,0,0
0,7,9.002,7.291666666499999,7.51,8.4375,7.25,8.0,6.5,7.245,10.0,0,1,0,1,0,0,0,0,0,0
0,10,9.002,7.25,7.51,8.75,9.0,10.0,8.0,7.75,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,8.502,9.411764706,7.51,9.375,8.25,10.0,6.5,7.665,5.0,-2,0,1,1,0,0,0,0,0,0
0,11,8.502,6.25,5.625,2.5,6.25,6.0,6.5,4.75,5.0,-2,0,1,1,0,0,0,0,0,0
0,9,7.502,10.0,6.255,9.375,9.25,10.0,8.5,7.75,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.502,9.75,7.51,9.375,8.5,10.0,7.0,7.75,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,10.002,10.0,5.625,9.375,9.0,10.0,8.0,7.75,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,8.002,9.25,5.01,8.125,8.75,10.0,7.5,7.665,5.0,-1,1,0,1,0,0,0,0,0,0
0,11,10.002,8.75,7.51,8.125,5.5,10.0,1.0,7.24,5.0,-2,0,1,1,0,0,0,0,0,0
0,10,9.002,9.75,7.51,9.375,8.75,10.0,7.5,7.665,5.0,-2,0,1,1,0,0,0,0,0,0
0,10,10.002,8.75,2.51,7.5,5.0,8.0,2.0,6.575,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,9.502,9.5445134575,7.51,8.125,7.75,10.0,5.5,7.665,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,6.2008281575,2.51,7.5,9.5,10.0,9.0,7.75,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,8.002,4.722222222,7.51,6.875,6.0,6.0,6.0,5.66,5.0,-2,0,1,1,0,0,0,0,0,0
0,8,8.002,8.6607142855,7.51,6.875,3.0,2.0,4.0,5.33,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,8.502,10.0,6.885,5.0,8.75,10.0,7.5,5.33,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,8.392857143,7.51,5.625,10.0,10.0,10.0,7.0,10.0,0,1,0,1,0,0,0,0,0,0
0,9,10.002,9.246031746,7.51,5.625,10.0,10.0,10.0,6.0,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,7.619047619,7.51,5.625,4.5,4.0,5.0,4.58,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,9.761904762,7.51,7.5,9.0,10.0,8.0,5.575,5.0,-1,0,1,1,0,0,0,0,0,0
0,7,8.002,10.0,7.51,6.25,9.75,10.0,9.5,8.5,10.0,0,1,0,1,0,0,0,0,0,0
0,8,8.502,10.0,7.51,8.75,10.0,10.0,10.0,9.425,10.0,0,1,0,1,0,0,0,0,0,0
0,9,9.002,9.511904762,2.51,7.5,8.75,10.0,7.5,6.83,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,8.7976190475,2.51,7.5,4.5,3.0,6.0,7.835,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,8.502,9.4590643275,7.51,6.25,6.25,6.0,6.5,6.83,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,8.502,6.619047619,3.135,5.625,6.5,6.5,6.5,6.08,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,8.0595238095,7.51,6.25,5.5,5.0,6.0,6.66,10.0,0,0,1,1,0,0,0,0,0,0
0,9,8.502,8.7857142855,2.51,5.625,5.0,5.0,5.0,6.165,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,8.7857142855,7.51,6.25,6.5,6.0,7.0,6.495,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,9.502,9.023809524,7.51,6.875,7.0,7.5,6.5,8.0,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,10.002,9.0357142855,2.51,6.25,4.0,5.0,3.0,7.325,5.0,-1,1,0,0,0,1,0,0,0,0
0,10,9.002,7.833333333500001,7.51,7.5,9.25,10.0,8.5,8.25,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,10.002,6.3928571430000005,2.51,6.25,3.75,2.0,5.5,6.405,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,9.502,9.7368421055,8.13,8.4375,8.75,10.0,7.5,7.665,5.0,-2,0,1,1,0,0,0,0,0,0
0,9,9.002,9.4736842105,7.51,8.125,6.75,7.0,6.5,7.58,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.502,9.7368421055,7.51,7.8125,8.0,8.0,8.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.002,9.75,7.51,7.1875,7.25,10.0,4.5,7.325,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,7.502,8.5913312695,7.51,8.75,9.0,10.0,8.0,7.83,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.502,10.0,7.51,8.75,8.5,10.0,7.0,7.83,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,8.002,8.388888889,7.51,8.4375,8.5,10.0,7.0,7.915,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,10.002,10.0,9.38,8.75,7.5,8.0,7.0,7.83,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,8.502,10.0,8.755,8.4375,8.5,10.0,7.0,7.83,5.0,-2,1,0,1,0,0,0,0,0,0
0,9,9.002,9.230769231,8.13,8.4375,8.75,10.0,7.5,7.665,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,10.002,9.7368421055,7.51,7.8125,9.5,10.0,9.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,10.002,9.5,8.13,8.4375,8.5,8.0,9.0,7.665,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,8.002,9.5,7.51,6.875,3.0,3.5,2.5,6.08,5.0,-1,1,0,1,0,0,0,0,0,0
0,10,9.502,8.3636363635,7.51,8.125,6.0,6.5,5.5,7.335,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,9.502,9.5227272725,7.51,8.125,8.25,9.5,7.0,7.335,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,10.002,6.5227272725,7.51,8.125,7.0,8.0,6.0,7.17,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,7.418,7.909090909,7.51,7.5,6.75,8.5,5.0,6.085,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.502,8.3863636365,7.51,8.75,6.75,8.0,5.5,7.17,5.0,-1,0,1,1,0,0,0,0,0,0
0,10,9.002,6.4772727275,7.51,8.75,2.25,2.0,2.5,6.83,5.0,-2,1,0,1,0,0,0,0,0,0
0,10,10.002,9.318181818,7.51,7.5,3.75,6.5,1.0,6.585,5.0,-2,0,1,1,0,0,0,0,0,0
0,8,9.002,9.4444444445,7.51,8.125,5.5,5.5,5.5,7.085,10.0,0,1,0,1,0,0,0,0,0,0
0,10,9.502,8.568181818,7.51,8.125,9.0,9.5,8.5,7.335,5.0,-2,0,1,1,0,0,0,0,0,0
0,9,8.002,7.5,7.51,8.125,6.75,8.0,5.5,7.335,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,7.863636363499999,7.51,8.125,7.25,9.0,5.5,7.335,5.0,-1,0,1,1,0,0,0,0,0,0
0,7,9.168,7.380952381,5.01,6.25,4.0,4.0,4.0,6.17,10.0,0,1,0,1,0,0,0,0,0,0
0,7,8.502,9.0,5.635,5.625,6.0,4.0,8.0,6.17,10.0,0,1,0,1,0,0,0,0,0,0
0,8,8.502,7.0018115945,7.51,5.625,5.0,0.0,10.0,6.42,10.0,0,0,1,1,0,0,0,0,0,0
0,8,9.502,9.375,5.635,7.5,10.0,10.0,10.0,8.0,10.0,0,1,0,1,0,0,0,0,0,0
0,8,8.502,7.708333333500001,5.01,6.875,8.0,8.0,8.0,7.33,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,10.002,6.875,5.635,6.875,8.5,8.0,9.0,6.915,10.0,0,0,1,1,0,0,0,0,0,0
0,8,10.002,7.291666666499999,6.26,6.875,7.0,5.0,9.0,7.58,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,7.418,10.0,5.635,6.875,6.5,6.5,6.5,6.99,10.0,0,1,0,1,0,0,0,0,0,0
0,8,9.002,7.010869565,6.26,6.25,6.0,6.0,6.0,6.99,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,8.002,8.4166666665,7.51,6.875,8.75,9.5,8.0,6.99,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,9.7916666665,6.26,6.875,6.5,5.5,7.5,6.99,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.002,6.6032608695,7.51,7.5,6.5,6.5,6.5,6.99,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,9.2826086955,7.51,7.5,6.5,6.0,7.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,10.002,8.3804347825,7.51,7.5,8.75,9.0,8.5,7.5,10.0,0,1,0,1,0,0,0,0,0,0
0,8,7.002,10.0,7.51,7.5,9.5,10.0,9.0,7.5,10.0,0,0,1,1,0,0,0,0,0,0
0,7,8.502,8.6304347825,6.26,7.5,8.0,8.0,8.0,7.5,10.0,0,1,0,1,0,0,0,0,0,0
0,8,9.502,9.5,6.26,6.875,6.5,6.0,7.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,10.002,8.722222222,7.51,7.5,9.0,10.0,8.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,11,7.502,6.9782608695,7.51,6.875,4.5,3.0,6.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,10.0,8.13,7.5,4.75,3.0,6.5,7.5,10.0,0,1,0,1,0,0,0,0,0,0
0,9,9.502,8.8804347825,7.51,7.5,6.75,6.0,7.5,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,9,9.502,9.347826087,7.51,7.5,5.25,5.0,5.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.502,10.0,7.51,7.5,8.25,10.0,6.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,9.6153846155,7.51,7.5,9.75,10.0,9.5,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,9,9.002,9.5326086955,6.88,6.875,8.25,10.0,6.5,7.33,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.002,10.0,8.13,6.875,5.5,5.0,6.0,6.99,10.0,0,0,1,1,0,0,0,0,0,0
0,10,9.002,9.2857142855,8.13,7.5,6.75,7.5,6.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,8.6842105265,3.755,5.9375,7.25,8.5,6.0,5.16,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,8.784461152999999,4.385,7.1875,8.0,10.0,6.0,7.5,10.0,0,0,1,1,0,0,0,0,0,0
0,9,10.002,9.022556391,7.51,7.5,5.0,4.0,6.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.502,10.0,8.13,8.75,9.5,10.0,9.0,7.5,10.0,0,1,0,1,0,0,0,0,0,0
0,9,8.502,9.761904762,7.51,7.8125,7.5,8.0,7.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,8.502,9.2606516295,7.51,7.1875,8.5,10.0,7.0,7.5,10.0,0,1,0,1,0,0,0,0,0,0
0,10,8.002,7.5689223055,7.51,6.25,5.0,5.0,5.0,5.16,5.0,-2,0,1,1,0,0,0,0,0,0
0,8,10.002,10.0,4.385,6.875,8.0,9.0,7.0,7.5,5.0,-1,0,1,1,0,0,0,0,0,0
0,8,9.002,9.761904762,7.51,7.5,7.25,8.5,6.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.502,8.759398496,7.51,7.5,8.0,9.0,7.0,7.5,5.0,-1,1,0,1,0,0,0,0,0,0
0,8,9.002,8.214285713999999,6.88,7.5,5.0,4.0,6.0,7.67,5.0,-1,1,0,1,0,0,0,0,0,0
0,7,9.002,9.7916666665,6.88,7.5,10.0,10.0,10.0,8.42,10.0,0,1,0,1,0,0,0,0,0,0
0,7,9.502,9.7916666665,5.005,7.5,8.25,8.0,8.5,8.42,10.0,0,1,0,1,0,0,0,0,0,0
0,7,8.502,9.2916666665,7.51,7.5,10.0,10.0,10.0,8.17,10.0,0,0,1,1,0,0,0,0,0,0
0,9,9.002,5.625,7.51,7.5,0.0,0.0,0.0,7.0,5.0,-1,0,1,1,0,0,0,0,0,0
0,7,9.502,7.5,3.755,7.5,5.0,10.0,0.0,8.42,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.502,7.5,7.51,8.4375,8.0,9.5,6.5,8.336666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.502,8.6944444445,7.51,8.125,5.75,5.5,6.0,8.003333333,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.002,8.181818182,6.26,7.5,6.5,7.0,6.0,6.723333333,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,7.727272727,6.26,8.4375,8.25,8.5,8.0,8.45,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.502,10.0,7.51,7.8125,7.75,7.5,8.0,7.836666667,10.0,0,1,0,1,0,0,0,0,0,0
1,11,9.502,10.0,7.51,8.125,6.5,6.0,7.0,7.67,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.002,7.727272727,7.51,8.4375,9.0,10.0,8.0,7.783333333,5.0,-1,0,1,1,0,0,0,0,0,0
1,9,9.502,9.3073593075,6.26,7.8125,8.75,9.5,8.0,8.616666667,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.502,9.090909091,6.26,7.8125,8.5,8.0,9.0,8.67,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,9.002,9.7727272725,6.88,8.4375,9.0,10.0,8.0,8.84,10.0,0,1,0,1,0,0,0,0,0,0
1,10,9.502,9.318181818,7.51,8.4375,8.0,9.0,7.0,7.95,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.502,9.318181818,6.26,7.5,6.5,5.5,7.5,8.116666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,10,9.002,10.0,6.26,8.125,7.0,7.0,7.0,7.946666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,11,6.334,7.727272727000001,6.26,6.5625,6.5,7.0,6.0,5.833333333,5.0,-1,0,1,1,0,0,0,0,0,0
1,11,6.918,9.555335968,7.51,8.125,8.0,8.0,8.0,8.616666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,10,8.502,9.328063241,4.38,5.3125,7.25,6.0,8.5,5.783333333,10.0,0,0,1,1,0,0,0,0,0,0
1,11,9.002,9.7727272725,5.005,7.5,6.0,6.0,6.0,8.166666667,5.0,-1,1,0,1,0,0,0,0,0,0
1,12,8.002,10.0,6.88,7.1875,6.75,7.0,6.5,7.77,5.0,-2,1,0,1,0,0,0,0,0,0
1,10,6.418,10.0,7.51,7.5,7.5,9.0,6.0,8.616666667,5.0,-1,0,1,1,0,0,0,0,0,0
1,12,6.249,5.938735178,4.38,4.0625,3.75,0.5,7.0,3.176666667,5.0,-2,0,1,1,0,0,0,0,0,0
